"Palavra,Classificacao"
"priggish, substantivo"
"prima, substantivo"
"primal, substantivo"
"primario, substantivo"
"primata, substantivo"
"primavera, substantivo"
"primazia, substantivo"
"primeira-feira, substantivo"
"primeiro, substantivo"
"primevo, substantivo"
"primicia, substantivo"
"primicias, substantivo"
"primitivo, substantivo"
"primo, substantivo"
"primo germano, substantivo"
"primogenito, substantivo"
"primor, verbo"
"primordio, substantivo"
"primos, substantivo"
"princeps, substantivo"
"princesa, substantivo"
"principado, substantivo"
"principal, substantivo"
"principe, substantivo"
"principio, substantivo"
"prior, verbo"
"prioridade, substantivo"
"priprioca, substantivo"
"prisao, substantivo"
"priscila, substantivo"
"prisco, substantivo"
"prisma, substantivo"
"pristine, substantivo"
"pristino, substantivo"
"pritanes, substantivo"
"privacidade, substantivo"
"privada, substantivo"
"privado, substantivo"
"privar, verbo"
"privilegio, substantivo"
"pro rata, substantivo"
"proa, substantivo"
"proativo, substantivo"
"probabilidade, substantivo"
"probatico, substantivo"
"probidade, substantivo"
"problema, substantivo"
"probo, substantivo"
"proboscide, substantivo"
"proboscideos, substantivo"
"procarionte, substantivo"
"proceder, verbo"
"procedimento, substantivo"
"procela, substantivo"
"procer, verbo"
"processador, verbo"
"processadora, substantivo"
"processo, substantivo"
"procion, substantivo"
"procissao, substantivo"
"proclamar, verbo"
"proclise, substantivo"
"procopio, substantivo"
"procrastinador, verbo"
"procrastinar, verbo"
"procriar, verbo"
"proctologia, substantivo"
"procura, substantivo"
"procurador, verbo"
"procurar, verbo"
"prodigio, substantivo"
"prodigo, substantivo"
"proditor, verbo"
"proditorio, substantivo"
"prodromico, substantivo"
"prodromo, substantivo"
"produto, substantivo"
"produzir, verbo"
"proeminente, substantivo"
"proemio, substantivo"
"proeza, substantivo"
"profano, substantivo"
"profase, substantivo"
"profecia, substantivo"
"proferir, verbo"
"professar, verbo"
"professor, verbo"
"professora, substantivo"
"professorando, substantivo"
"professores, substantivo"
"profeta, substantivo"
"profetas, substantivo"
"proficiencia, substantivo"
"proficuo, substantivo"
"profilatico, substantivo"
"profissao, substantivo"
"profissiografico, substantivo"
"profissional, substantivo"
"profiterolle, substantivo"
"profligar, verbo"
"profundidade, substantivo"
"profundo, substantivo"
"profusao, substantivo"
"progenitor, verbo"
"progesterona, substantivo"
"proglotes, substantivo"
"prognostico, substantivo"
"programa, substantivo"
"programar, verbo"
"progresso, substantivo"
"proibicao, substantivo"
"proibir, verbo"
"projecao, substantivo"
"projeto, substantivo"
"projetor, verbo"
"prol, substantivo"
"prolactina, substantivo"
"prole, substantivo"
"prolegomeno, substantivo"
"prolepse, substantivo"
"proletarios, substantivo"
"prolfacas, substantivo"
"proliferar, verbo"
"prolifico, substantivo"
"prolina, substantivo"
"prolixidade, substantivo"
"prolixo, substantivo"
"prologo, substantivo"
"promastigota, substantivo"
"promenade, substantivo"
"prometazina, substantivo"
"prometer, verbo"
"prometeu, substantivo"
"promethean, substantivo"
"prometo, substantivo"
"promiscuo, substantivo"
"promissao, substantivo"
"promocao, substantivo"
"promode, substantivo"
"promotor, verbo"
"promover, verbo"
"promovido, substantivo"
"promulgar, verbo"
"pronacao, substantivo"
"pronado, substantivo"
"pronar, verbo"
"prone, substantivo"
"pronome, substantivo"
"pronto, substantivo"
"prontuario, substantivo"
"pronubo, substantivo"
"pronuncia, substantivo"
"pronunciacao, substantivo"
"pronunciamento, substantivo"
"proof, substantivo"
"propaganda, substantivo"
"propagar, verbo"
"propalar, verbo"
"propano, substantivo"
"proparoxitona, substantivo"
"proparoxitono, substantivo"
"prope, substantivo"
"propedeutica, substantivo"
"propelir, verbo"
"propenso, substantivo"
"propiciar, verbo"
"propiciatorio, substantivo"
"propicio, substantivo"
"propina, substantivo"
"proponho, substantivo"
"propor, verbo"
"proporcao, substantivo"
"proposicao, substantivo"
"proposito, substantivo"
"proposta, substantivo"
"propostas, substantivo"
"propriedade, substantivo"
"proprio, substantivo"
"propriocepcao, substantivo"
"proprioceptivo, substantivo"
"proprioceptor, verbo"
"propugnar, verbo"
"propulsao, substantivo"
"propulsor, verbo"
"prorrogar, verbo"
"prorromper, verbo"
"prosa, substantivo"
"prosador, verbo"
"prosaico, substantivo"
"prosapia, substantivo"
"proscenio, substantivo"
"proscricao, substantivo"
"proselitismo, substantivo"
"proselito, substantivo"
"prosodia, substantivo"
"prosonimo, substantivo"
"prosopografia, substantivo"
"prosopopeia, substantivo"
"prospeccao, substantivo"
"prospecto, substantivo"
"prosperidade, substantivo"
"prospero, substantivo"
"prosseguir, verbo"
"prostaglandina, substantivo"
"prostata, substantivo"
"prosternar, verbo"
"prostetico, substantivo"
"prostituicao, substantivo"
"prostituta, substantivo"
"prostracao, substantivo"
"prostrar-se, substantivo"
"protagonista, substantivo"
"protalo, substantivo"
"protasio, substantivo"
"protecao, substantivo"
"proteger, verbo"
"proteina, substantivo"
"protelar, verbo"
"proteomica, substantivo"
"proteose, substantivo"
"proteroglifo, substantivo"
"protervia, substantivo"
"protervo, substantivo"
"protese, substantivo"
"protestante, substantivo"
"protestar, verbo"
"protimesio, substantivo"
"protista, substantivo"
"protociencia, substantivo"
"protocolo, substantivo"
"protocooperacao, substantivo"
"protocordado, substantivo"
"protofito, substantivo"
"protofonia, substantivo"
"proton, substantivo"
"protopatico, substantivo"
"protoquimica, substantivo"
"protostomado, substantivo"
"protostomia, substantivo"
"prototipo, substantivo"
"protozoario, substantivo"
"protrusao, substantivo"
"prova, substantivo"
"provacao, substantivo"
"provavel, substantivo"
"provecto, substantivo"
"provedor, verbo"
"provedoria, substantivo"
"proveito, substantivo"
"provem, substantivo"
"proventos, substantivo"
"proverbio, substantivo"
"proveta, substantivo"
"providencia, substantivo"
"provincia, substantivo"
"provir, verbo"
"provisao, substantivo"
"provisorio, substantivo"
"provocacao, substantivo"
"provolone, substantivo"
"prowl, substantivo"
"proxeneta, substantivo"
"proximo, substantivo"
"proxy, substantivo"
"prudencia, substantivo"
"prudente, substantivo"
"prumo, substantivo"
"prurido, substantivo"
"prurigo, substantivo"
"ps, substantivo"
"pseudonimo, substantivo"
"pseudopode, substantivo"
"psicanalise, substantivo"
"psicodelico, substantivo"
"psicodiagnostico, substantivo"
"psicologia, substantivo"
"psicologo, substantivo"
"psicopata, substantivo"
"psicopatologia, substantivo"
"psicopedagogia, substantivo"
"psicopompo, substantivo"
"psicose, substantivo"
"psicossoma, substantivo"
"psicossomatico, substantivo"
"psicoterapia, substantivo"
"psicotronica, substantivo"
"psicrofilo, substantivo"
"psilantropismo, substantivo"
"psilofita, substantivo"
"psique, substantivo"
"psiquiatria, substantivo"
"psitacideo, substantivo"
"psitacismo, substantivo"
"psoas, substantivo"
"psora, substantivo"
"psoriase, substantivo"
"psychoda, substantivo"
"ptarmico, substantivo"
"pteridofita, substantivo"
"pterigio, substantivo"
"pterigo-, substantivo"
"pterigoide, substantivo"
"pterigoto, substantivo"
"ptero-, substantivo"
"pterocarpo, substantivo"
"pterodactilo, substantivo"
"ptialina, substantivo"
"pua, substantivo"
"pub, substantivo"
"puba, substantivo"
"pubarca, substantivo"
"puberdade, substantivo"
"pubis, substantivo"
"publicar, verbo"
"publicidade, substantivo"
"publicitario, substantivo"
"publico, substantivo"
"pucaro, substantivo"
"pudicicia, substantivo"
"pudim, substantivo"
"pudor, verbo"
"pueril, substantivo"
"puerpera, substantivo"
"puerperal, substantivo"
"puerperio, substantivo"
"pugilista, substantivo"
"pugnar, verbo"
"puido, substantivo"
"puir, verbo"
"puis, substantivo"
"pujanca, substantivo"
"pula, substantivo"
"pular, verbo"
"pulcro, substantivo"
"pulga, substantivo"
"pulha, substantivo"
"pull, substantivo"
"pulmao, substantivo"
"pulover, verbo"
"pulpito, substantivo"
"pulsao, substantivo"
"pulseira, substantivo"
"pulso, substantivo"
"pulular, verbo"
"pulverizar, verbo"
"puma, substantivo"
"pumice, substantivo"
"pumpkin, substantivo"
"pun, substantivo"
"puncao, substantivo"
"punctura, substantivo"
"pundit, substantivo"
"pundonor, verbo"
"punga, substantivo"
"pungente, substantivo"
"punguistas, substantivo"
"punhal, substantivo"
"punheta, substantivo"
"punho, substantivo"
"punicao, substantivo"
"puniceo, substantivo"
"punico, substantivo"
"punir, verbo"
"punk, substantivo"
"pupila, substantivo"
"pupilo, substantivo"
"pure, substantivo"
"pureza, substantivo"
"purgante, substantivo"
"purgatorio, substantivo"
"purica, substantivo"
"purificacao, substantivo"
"purim, substantivo"
"puritano, substantivo"
"puro, substantivo"
"purpura, substantivo"
"purulento, substantivo"
"pururuca, substantivo"
"purveyor, verbo"
"pus, substantivo"
"push, substantivo"
"pusilanime, substantivo"
"pussy, substantivo"
"pustula, substantivo"
"put, substantivo"
"puta, substantivo"
"putativo, substantivo"
"puteresco, substantivo"
"putin, substantivo"
"putrificar, verbo"
"putz, substantivo"
"puxa, substantivo"
"puxa-puxa, substantivo"
"puxa-saco, substantivo"
"puxa-sacos, substantivo"
"puxar, verbo"
"puzzle, substantivo"
"pyrex, substantivo"
"qatar, verbo"
"qu, substantivo"
"quadrado, substantivo"
"quadrante, substantivo"
"quadras, substantivo"
"quadriciclo, substantivo"
"quadriga, substantivo"
"quadril, substantivo"
"quadrilha, substantivo"
"quadrilheiro, substantivo"
"quadro, substantivo"
"quadrumano, substantivo"
"quadrumanos, substantivo"
"quadrupede, substantivo"
"quadruplicar, verbo"
"quaglietta, substantivo"
"quaint, substantivo"
"quaker, verbo"
"qual, substantivo"
"quale, substantivo"
"qualidade, substantivo"
"qualificacao, substantivo"
"qualitativo, substantivo"
"qualquer, verbo"
"quando, substantivo"
"quantico, substantivo"
"quantidade, substantivo"
"quanto, substantivo"
"quarar, verbo"
"quarentena, substantivo"
"quaresma, substantivo"
"quaritere, substantivo"
"quark, substantivo"
"quarrel, substantivo"
"quarta, substantivo"
"quarteirao, substantivo"
"quarteirizar, verbo"
"quartel, substantivo"
"quarteto, substantivo"
"quartilho, substantivo"
"quartirolo, substantivo"
"quarto, substantivo"
"quartodecimanismo, substantivo"
"quartzo, substantivo"
"quarup, substantivo"
"quasar, verbo"
"quase, substantivo"
"quasimodo, substantivo"
"quassacao, substantivo"
"quatorze, substantivo"
"quatralvo, substantivo"
"quatro, substantivo"
"que, substantivo"
"quebar, verbo"
"quebrantar, verbo"
"quebrar, verbo"
"queda, substantivo"
"quedar, verbo"
"quede, substantivo"
"queen, substantivo"
"queer, verbo"
"queijo, substantivo"
"queilosquise, substantivo"
"queimar, verbo"
"queiriga, substantivo"
"queixa, substantivo"
"queixar-se, substantivo"
"queixo, substantivo"
"quejando, substantivo"
"quelacao, substantivo"
"quelicera, substantivo"
"queloide, substantivo"
"quelonio, substantivo"
"quem, substantivo"
"quench, substantivo"
"quenga, substantivo"
"quente, substantivo"
"quepi, substantivo"
"queque, substantivo"
"querable, substantivo"
"queratose, substantivo"
"querela, substantivo"
"querelante, substantivo"
"querenar, verbo"
"querencia, substantivo"
"querer, verbo"
"querido, substantivo"
"querigma, substantivo"
"querigmatico, substantivo"
"querite, substantivo"
"quermesse, substantivo"
"querosene, substantivo"
"querubim, substantivo"
"quesito, substantivo"
"quest, substantivo"
"questao, substantivo"
"questionar, verbo"
"questiones quodlibetales, substantivo"
"questiuncula, substantivo"
"questuario, substantivo"
"quetamina, substantivo"
"quiabo, substantivo"
"quialtera, substantivo"
"quiasma, substantivo"
"quibe, substantivo"
"quibebe, substantivo"
"quica, substantivo"
"quicar, verbo"
"quice, substantivo"
"quiche, substantivo"
"quicksilver, verbo"
"quidam, substantivo"
"quididade, substantivo"
"quiescente, substantivo"
"quietas, substantivo"
"quieto, substantivo"
"quilate, substantivo"
"quilha, substantivo"
"quiliasta, substantivo"
"quilo, substantivo"
"quilombo, substantivo"
"quilometro, substantivo"
"quimbundo, substantivo"
"quimera, substantivo"
"quimica, substantivo"
"quimiolitoautotrofico, substantivo"
"quimiorreceptor, verbo"
"quimiossintese, substantivo"
"quimiotaxia, substantivo"
"quimo, substantivo"
"quinase, substantivo"
"quindim, substantivo"
"quinhao, substantivo"
"quiniela, substantivo"
"quininga, substantivo"
"quinino, substantivo"
"quinquilharia, substantivo"
"quinta, substantivo"
"quintal, substantivo"
"quintesencia, substantivo"
"quintilha, substantivo"
"quintiliano, substantivo"
"quinto dos infernos, substantivo"
"quiproquo, substantivo"
"quiral, substantivo"
"quirera, substantivo"
"quirites, substantivo"
"quirografario, substantivo"
"quiromante?, substantivo"
"quiron, substantivo"
"quiropratico, substantivo"
"quiropterofilia, substantivo"
"quisleu, substantivo"
"quisto, substantivo"
"quit, substantivo"
"quitanda, substantivo"
"quitar, verbo"
"quitinete, substantivo"
"quitter, verbo"
"quitute, substantivo"
"quixote, substantivo"
"quiz, substantivo"
"quizilia, substantivo"
"quizumba, substantivo"
"quociente, substantivo"
"quota, substantivo"
"qv, substantivo"
"ra, substantivo"
"ra-tim-bum, substantivo"
"rabada, substantivo"
"rabanada, substantivo"
"rabanete, substantivo"
"rabano, substantivo"
"rabble-rouser, verbo"
"rabdocelio, substantivo"
"rabdomiolise, substantivo"
"rabeca, substantivo"
"rabecao, substantivo"
"rabino, substantivo"
"rabisco, substantivo"
"rabo, substantivo"
"rabugento, substantivo"
"rabujo, substantivo"
"rabula, substantivo"
"raca, substantivo"
"racemico, substantivo"
"rachadura, substantivo"
"raciocinio, substantivo"
"racional, substantivo"
"racismo, substantivo"
"radames, substantivo"
"radar, verbo"
"radiador, verbo"
"radial, substantivo"
"radiano, substantivo"
"radical, substantivo"
"radice, substantivo"
"radiciacao, substantivo"
"radiestesia, substantivo"
"radio, substantivo"
"radioatividade, substantivo"
"radiologia, substantivo"
"radite, substantivo"
"radix, substantivo"
"radonio, substantivo"
"radula, substantivo"
"rafael, substantivo"
"rafaela, substantivo"
"rafameia, substantivo"
"rafe, substantivo"
"ragazzo, substantivo"
"ragna, substantivo"
"rai, substantivo"
"raia, substantivo"
"raiana, substantivo"
"raiar, verbo"
"raimundo, substantivo"
"rain, substantivo"
"rainha, substantivo"
"raio, substantivo"
"raio-x, substantivo"
"raios-x, substantivo"
"raisa, substantivo"
"raiva, substantivo"
"raiz, substantivo"
"raja, substantivo"
"ralar, verbo"
"rale, substantivo"
"ralear, verbo"
"ralf, substantivo"
"ralhar, verbo"
"rali, substantivo"
"rallentare, substantivo"
"ralo, substantivo"
"ralph, substantivo"
"rameira, substantivo"
"ramela, substantivo"
"ramequim, substantivo"
"ramerrao, substantivo"
"rami, substantivo"
"ramiro, substantivo"
"ramo, substantivo"
"ramon, substantivo"
"ramona, substantivo"
"ramonador, verbo"
"rampa, substantivo"
"ramphastidae, substantivo"
"ramses, substantivo"
"ramshackle, substantivo"
"rancho, substantivo"
"ranco, substantivo"
"rancor, verbo"
"rancoso, substantivo"
"random, substantivo"
"rangel, substantivo"
"ranger, verbo"
"rango, substantivo"
"ranieri, substantivo"
"ranking, substantivo"
"ranza, substantivo"
"ranzinza, substantivo"
"rap, substantivo"
"rapadura, substantivo"
"rapape, substantivo"
"rapar, verbo"
"rapariga, substantivo"
"rapaz, substantivo"
"rape, substantivo"
"rapidez, substantivo"
"rapido, substantivo"
"rapieira, substantivo"
"rapina, substantivo"
"raposa, substantivo"
"rapport, substantivo"
"rapsodo, substantivo"
"raptar, verbo"
"raquel, substantivo"
"raquidiano, substantivo"
"raquitico, substantivo"
"raridade, substantivo"
"raro, substantivo"
"rasca, substantivo"
"rascar, verbo"
"rascunho, substantivo"
"rasgar, verbo"
"raso, substantivo"
"rastafari, substantivo"
"rastejar, verbo"
"rastreamento, substantivo"
"rastrear, verbo"
"rastro, substantivo"
"rasura, substantivo"
"ratatouille, substantivo"
"ratear, verbo"
"rateio, substantivo"
"rather, verbo"
"ratificar, verbo"
"ratimbum, substantivo"
"rato, substantivo"
"ratoeira, substantivo"
"raul, substantivo"
"rave, substantivo"
"ravenna, substantivo"
"ravi, substantivo"
"ravine, substantivo"
"ravioli, substantivo"
"ray-ban, substantivo"
"rayuela, substantivo"
"razao, substantivo"
"razao social, substantivo"
"razoavel, substantivo"
"razor, verbo"
"re, substantivo"
"reabilitacao, substantivo"
"reacao, substantivo"
"reacionario, substantivo"
"read, substantivo"
"reagir, verbo"
"real, substantivo"
"real1, substantivo"
"realejo, substantivo"
"realidade, substantivo"
"realizacao, substantivo"
"realizar, verbo"
"reanimacao, substantivo"
"reaparicao, substantivo"
"reatar, verbo"
"reatividade, substantivo"
"reativo, substantivo"
"reator, verbo"
"reaver, verbo"
"rebaixar, verbo"
"rebanho, substantivo"
"rebeca, substantivo"
"rebelde, substantivo"
"rebeldia, substantivo"
"rebeliao, substantivo"
"rebento, substantivo"
"rebobinar, verbo"
"rebocar, verbo"
"rebolico, substantivo"
"rebu, substantivo"
"rebucado, substantivo"
"rebucar, verbo"
"rebuco, substantivo"
"rebulico, substantivo"
"rebus, substantivo"
"rebuscar, verbo"
"recado, substantivo"
"recair, verbo"
"recalcar, verbo"
"recalcitrar, verbo"
"recalque, substantivo"
"recato, substantivo"
"recauchutar, verbo"
"recear, verbo"
"receber, verbo"
"receio, substantivo"
"receita, substantivo"
"receive, substantivo"
"recender, verbo"
"recensao, substantivo"
"recenseamento, substantivo"
"recente, substantivo"
"recepcionista, substantivo"
"receptacao, substantivo"
"recessao, substantivo"
"recessivo, substantivo"
"rechacar, verbo"
"recheio, substantivo"
"rechercher, verbo"
"rechonchudo, substantivo"
"reciario, substantivo"
"recibo, substantivo"
"reciclagem, substantivo"
"recidiva, substantivo"
"recife, substantivo"
"recinto, substantivo"
"recipiendario, substantivo"
"recipiente, substantivo"
"reciproco, substantivo"
"recitar, verbo"
"reckon, substantivo"
"reclamacao, substantivo"
"reclamar, verbo"
"reclame, substantivo"
"reclinar, verbo"
"reco, substantivo"
"reco-reco, substantivo"
"recobrar, verbo"
"recolher, verbo"
"recomeco, substantivo"
"recomendar, verbo"
"recompensa, substantivo"
"reconcavo, substantivo"
"reconciliar, verbo"
"recondito, substantivo"
"reconduzir, verbo"
"reconhecer, verbo"
"reconstrucao, substantivo"
"record, substantivo"
"recordar, verbo"
"recorrencia, substantivo"
"recorrer, verbo"
"recorte, substantivo"
"recreacao, substantivo"
"recreio, substantivo"
"recriar, verbo"
"recrudescer, verbo"
"recrutamento, substantivo"
"recrutar, verbo"
"recuar, verbo"
"recumbente, substantivo"
"recuperacao, substantivo"
"recuperar, verbo"
"recurso, substantivo"
"recusar, verbo"
"red-handed, substantivo"
"red tape, substantivo"
"redacao, substantivo"
"redarguir, verbo"
"rede, substantivo"
"redea, substantivo"
"redeas, substantivo"
"redemoinho, substantivo"
"redencao, substantivo"
"redibicao, substantivo"
"redibir, verbo"
"redibitorio, substantivo"
"redigir, verbo"
"redimir, verbo"
"redivivo, substantivo"
"redoma, substantivo"
"redondamente enganados, substantivo"
"redondilha, substantivo"
"redondo, substantivo"
"redor, verbo"
"reducionismo, substantivo"
"redundancia, substantivo"
"reduzir, verbo"
"reel, substantivo"
"reencarnar, verbo"
"reestenose, substantivo"
"refece, substantivo"
"refeicao, substantivo"
"refem, substantivo"
"referencia, substantivo"
"referencia1, substantivo"
"referencial, substantivo"
"referendo, substantivo"
"referta, substantivo"
"referto, substantivo"
"refestelar-se, substantivo"
"refil, substantivo"
"refinar, verbo"
"refle, substantivo"
"refletir, verbo"
"reflexao, substantivo"
"reflexo, substantivo"
"refluxo, substantivo"
"refocilar, verbo"
"refogar, verbo"
"refolho, substantivo"
"reforco, substantivo"
"reformar, verbo"
"refracao, substantivo"
"refrao, substantivo"
"refresco, substantivo"
"refrigerador, verbo"
"refrigerante, substantivo"
"refugiar, verbo"
"refugio, substantivo"
"refugo, substantivo"
"refutar, verbo"
"rega-bofe, substantivo"
"regaco, substantivo"
"regalo, substantivo"
"regar, verbo"
"regata, substantivo"
"regatear, verbo"
"regato, substantivo"
"regencia, substantivo"
"regenerar, verbo"
"reger, verbo"
"reggae, substantivo"
"regiane, substantivo"
"regiao, substantivo"
"regime, substantivo"
"regimento, substantivo"
"regina, substantivo"
"reginaldo, substantivo"
"regio, substantivo"
"regional, substantivo"
"regionalismo, substantivo"
"registro, substantivo"
"rego, substantivo"
"regozijar, verbo"
"regra, substantivo"
"regresso, substantivo"
"regua, substantivo"
"regulacao, substantivo"
"regulamento, substantivo"
"regulo, substantivo"
"regurgitar, verbo"
"rei, substantivo"
"reicao, substantivo"
"reificacao, substantivo"
"reificar, verbo"
"reima, substantivo"
"reimoso, substantivo"
"reinante, substantivo"
"reinar, verbo"
"reincidencia, substantivo"
"reinicializar, verbo"
"reino, substantivo"
"reintegracao, substantivo"
"reis magos, substantivo"
"reiteracao, substantivo"
"reiterar, verbo"
"reitor, verbo"
"reiuno, substantivo"
"reivindicar, verbo"
"rejeicao, substantivo"
"rejeitar, verbo"
"rejuvenescer, verbo"
"relacao, substantivo"
"relacionamento, substantivo"
"relacionar, verbo"
"relampago, substantivo"
"relance, substantivo"
"relancear, verbo"
"relapso, substantivo"
"relar, verbo"
"relativo, substantivo"
"relatorio, substantivo"
"relaxar, verbo"
"rele, substantivo"
"relegar, verbo"
"relento, substantivo"
"reles, substantivo"
"relevante, substantivo"
"relevar, verbo"
"relevo, substantivo"
"religario, substantivo"
"religiao, substantivo"
"reliquia, substantivo"
"relogio, substantivo"
"reluzir, verbo"
"relva, substantivo"
"rema, substantivo"
"remanchao, substantivo"
"remanchar, verbo"
"remanejar, verbo"
"remanescente, substantivo"
"remansar, verbo"
"remar, verbo"
"remate, substantivo"
"remedar, verbo"
"remediar, verbo"
"remedio, substantivo"
"remelexo, substantivo"
"remember, verbo"
"remeter, verbo"
"remexer, verbo"
"remicao, substantivo"
"reminiscencia, substantivo"
"remir, verbo"
"remissao, substantivo"
"remisso, substantivo"
"remitente, substantivo"
"remitir, verbo"
"remix, substantivo"
"remocao, substantivo"
"remodelagem, substantivo"
"remolacha, substantivo"
"remoque, substantivo"
"remora, substantivo"
"remorso, substantivo"
"remoto, substantivo"
"remuneracao, substantivo"
"remunerar, verbo"
"rena, substantivo"
"renal, substantivo"
"renan, substantivo"
"renascer, verbo"
"renascimento, substantivo"
"renato, substantivo"
"renault, substantivo"
"renda, substantivo"
"renda2, substantivo"
"render, verbo"
"renderizar, verbo"
"rendezvous, substantivo"
"rendicao, substantivo"
"rendimento, substantivo"
"renhido, substantivo"
"renhir, verbo"
"renina, substantivo"
"renitencia, substantivo"
"renome, substantivo"
"renovar, verbo"
"rentavel, substantivo"
"rente, substantivo"
"renuente, substantivo"
"renuncia, substantivo"
"renzo, substantivo"
"reobote, substantivo"
"reologia, substantivo"
"reparar, verbo"
"repartir, verbo"
"repas, substantivo"
"repasto, substantivo"
"repechar, verbo"
"repecho, substantivo"
"repelente, substantivo"
"repente, substantivo"
"repentino, substantivo"
"repercutir, verbo"
"repertorio, substantivo"
"repetencia, substantivo"
"repeticao, substantivo"
"repetir,, substantivo"
"replemento, substantivo"
"repleto, substantivo"
"replicacao, substantivo"
"replicar, verbo"
"repolho, substantivo"
"reportagem, substantivo"
"reporter, verbo"
"repositor, verbo"
"reposteiro, substantivo"
"repouso, substantivo"
"repreeender, verbo"
"repreensao, substantivo"
"repreensivel, substantivo"
"representacao, substantivo"
"representante, substantivo"
"representar, verbo"
"representatividade, substantivo"
"repressao, substantivo"
"reprimenda, substantivo"
"reprimir, verbo"
"reprise, substantivo"
"repristinar, verbo"
"reprobo, substantivo"
"reprochavel, substantivo"
"reproche, substantivo"
"reproducao, substantivo"
"reprografia, substantivo"
"reprovar, verbo"
"reptil, substantivo"
"repto, substantivo"
"republica, substantivo"
"repudiar, verbo"
"repudio, substantivo"
"repugnante, substantivo"
"repulsa, substantivo"
"repulsao, substantivo"
"repulular, verbo"
"reputacao, substantivo"
"reputar, verbo"
"repuxo, substantivo"
"requeijao, substantivo"
"requenguela, substantivo"
"requerer, verbo"
"requestado, substantivo"
"requestar, verbo"
"requiem, substantivo"
"requinta, substantivo"
"requinte, substantivo"
"requisitar, verbo"
"res, substantivo"
"rescaldo, substantivo"
"rescindir, verbo"
"rescisao, substantivo"
"research, substantivo"
"reseda, substantivo"
"resenha, substantivo"
"reserva, substantivo"
"reservar, verbo"
"reservatorio, substantivo"
"resetar, verbo"
"resgatar, verbo"
"resgate, substantivo"
"resguardar, verbo"
"residir, verbo"
"residuo, substantivo"
"resignacao, substantivo"
"resignar, verbo"
"resilicao, substantivo"
"resiliencia, substantivo"
"resiliente, substantivo"
"resina, substantivo"
"resipiscencia, substantivo"
"resistencia, substantivo"
"resistor, verbo"
"resma, substantivo"
"resmungar, verbo"
"resolucao, substantivo"
"resoluto, substantivo"
"resolver, verbo"
"resort, substantivo"
"respaldo, substantivo"
"respectivo, substantivo"
"respeito, substantivo"
"respigar, verbo"
"respiracao, substantivo"
"respirar, verbo"
"resplandescente, substantivo"
"resplendor, verbo"
"responder, verbo"
"responsabilidade, substantivo"
"responsavel, substantivo"
"responsorio, substantivo"
"resposta, substantivo"
"resquicio, substantivo"
"ressabiado, substantivo"
"ressabio, substantivo"
"ressaca, substantivo"
"ressaibo, substantivo"
"ressaltar, verbo"
"ressarcir, verbo"
"ressecar, verbo"
"ressentimento, substantivo"
"ressequido, substantivo"
"ressignificar, verbo"
"ressoar, verbo"
"ressupino, substantivo"
"ressurreicao, substantivo"
"ressuscitar, verbo"
"restauracao, substantivo"
"restaurante, substantivo"
"restaurar, verbo"
"restia, substantivo"
"restituicao, substantivo"
"restituir, verbo"
"resto, substantivo"
"restolho, substantivo"
"restricao, substantivo"
"restringir, verbo"
"resultado, substantivo"
"resumo, substantivo"
"reta, substantivo"
"retabulo, substantivo"
"retaco, substantivo"
"retado, substantivo"
"retaguarda, substantivo"
"retalho, substantivo"
"retaliar, verbo"
"retangulo, substantivo"
"retardado, substantivo"
"retardar, verbo"
"retencao, substantivo"
"retenida, substantivo"
"retete, substantivo"
"reticencias, substantivo"
"reticulo, substantivo"
"retificar, verbo"
"retilineo, substantivo"
"retina, substantivo"
"retinaculo, substantivo"
"retinto, substantivo"
"retirante, substantivo"
"retirar, verbo"
"retiro, substantivo"
"reto, substantivo"
"retocar, verbo"
"retomar, verbo"
"retorcer, verbo"
"retorica, substantivo"
"retornar, verbo"
"retorquir, verbo"
"retrair, verbo"
"retratar, verbo"
"retrato, substantivo"
"retrete, substantivo"
"retribuir, verbo"
"retro, substantivo"
"retroativo, substantivo"
"retroceder, verbo"
"retrogrado, substantivo"
"retros, substantivo"
"retrosaria, substantivo"
"retrospecto, substantivo"
"retrovirus, substantivo"
"retrovisor, verbo"
"retrucar, verbo"
"retumbante, substantivo"
"reu, substantivo"
"reumatismo, substantivo"
"reunir, verbo"
"reuso, substantivo"
"revanche, substantivo"
"reveillon, substantivo"
"revel, substantivo"
"revelacao, substantivo"
"revelar, verbo"
"revelia, substantivo"
"rever, verbo"
"reverberar, verbo"
"reverencia, substantivo"
"reverendo, substantivo"
"reverie, substantivo"
"reverso, substantivo"
"reves, substantivo"
"revidar, verbo"
"revigorar, verbo"
"revisao, substantivo"
"revista, substantivo"
"revitalizar, verbo"
"reviver, verbo"
"revogar, verbo"
"revolta, substantivo"
"revolucao, substantivo"
"revolver, verbo"
"rezar, verbo"
"rhodophyta, substantivo"
"rhopalocera, substantivo"
"rhopalopsidae, substantivo"
"riacho, substantivo"
"riba, substantivo"
"ribalta, substantivo"
"ribbon, substantivo"
"ribeira, substantivo"
"ribeirinho, substantivo"
"ribeiro, substantivo"
"riboflavina, substantivo"
"ribonucleico, substantivo"
"ribose, substantivo"
"ribossoma, substantivo"
"rica, substantivo"
"ricardo, substantivo"
"rico, substantivo"
"ricochetear, verbo"
"ricota, substantivo"
"riddle, substantivo"
"ridico, substantivo"
"ridicularia, substantivo"
"ridiculo, substantivo"
"rien, substantivo"
